[
  [
    {
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 1,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 14233,
      teamfight_hero_damage: 11118,
      multikill: 0,
      physical_damage: 21687,
      spell_damage: 141197,
      regen_globes: 39,
      first_to_ten: null
    },
    {
      id: 0,
      game_map: 'Towers of Doom',
      opponent: undefined,
      win: 'LOSS',
      level: 21,
      kills: 0,
      assists: 3,
      takedowns: 3,
      deaths: 5,
      highest_kill_streak: 1,
      hero_damage: 38171,
      siege_damage: 66257,
      structure_damage: 24591,
      minion_damage: 32555,
      creep_damage: 14764,
      summon_damage: 1,
      time_cc_enemy_heroes: 47,
      healing: 0,
      self_healing: 1416,
      damage_taken: 33812,
      experience_contribution: 7975,
      town_kills: 1,
      time_spent_dead: 234,
      merc_camp_captures: 5,
      watch_tower_captures: 0,
      meta_experience: 82109,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 2,
      vengeance: 0,
      outnumbered_deaths: 3,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 24395,
      teamfight_hero_damage: 27750,
      multikill: 0,
      physical_damage: 62144,
      spell_damage: 56815,
      regen_globes: 30,
      first_to_ten: null
    }
  ],
  [
    {
      id: 1,
      game_map: 'Cursed Hollow',
      opponent: undefined,
      win: 'LOSS',
      level: 15,
      kills: 1,
      assists: 2,
      takedowns: 3,
      deaths: 2,
      highest_kill_streak: 1,
      hero_damage: 7161,
      siege_damage: 21085,
      structure_damage: 619,
      minion_damage: 17920,
      creep_damage: 7274,
      summon_damage: 0,
      time_cc_enemy_heroes: 112,
      healing: 39071,
      self_healing: 0,
      damage_taken: 22918,
      experience_contribution: 3810,
      town_kills: 0,
      time_spent_dead: 62,
      merc_camp_captures: 3,
      watch_tower_captures: 2,
      meta_experience: 49140,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 16,
      stunning_enemies: 16,
      clutch_heals: 0,
      escapes: 2,
      vengeance: 1,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 1400,
      teamfight_damage_taken: 14025,
      teamfight_hero_damage: 4261,
      multikill: 1,
      physical_damage: 9785,
      spell_damage: 25735,
      regen_globes: 18,
      first_to_ten: null
    },
    {
      id: 1,
      game_map: 'Cursed Hollow',
      opponent: undefined,
      win: 'LOSS',
      level: 15,
      kills: 1,
      assists: 4,
      takedowns: 5,
      deaths: 4,
      highest_kill_streak: 2,
      hero_damage: 18927,
      siege_damage: 53258,
      structure_damage: 901,
      minion_damage: 46405,
      creep_damage: 14918,
      summon_damage: 0,
      time_cc_enemy_heroes: 71,
      healing: 0,
      self_healing: 16032,
      damage_taken: 33046,
      experience_contribution: 10250,
      town_kills: 0,
      time_spent_dead: 117,
      merc_camp_captures: 2,
      watch_tower_captures: 0,
      meta_experience: 49140,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 7,
      stunning_enemies: 7,
      clutch_heals: 0,
      escapes: 1,
      vengeance: 0,
      outnumbered_deaths: 2,
      teamfight_escapes: 1,
      teamfight_healing: 0,
      teamfight_damage_taken: 17806,
      teamfight_hero_damage: 9806,
      multikill: 1,
      physical_damage: 40157,
      spell_damage: 46946,
      regen_globes: 25,
      first_to_ten: null
    },
    {
      id: 1,
      game_map: 'Cursed Hollow',
      opponent: undefined,
      win: 'LOSS',
      level: 15,
      kills: 0,
      assists: 0,
      takedowns: 0,
      deaths: 3,
      highest_kill_streak: 0,
      hero_damage: 10174,
      siege_damage: 45153,
      structure_damage: 2451,
      minion_damage: 35066,
      creep_damage: 4858,
      summon_damage: 417,
      time_cc_enemy_heroes: 257,
      healing: 0,
      self_healing: 7881,
      damage_taken: 38929,
      experience_contribution: 5533,
      town_kills: 0,
      time_spent_dead: 98,
      merc_camp_captures: 1,
      watch_tower_captures: 0,
      meta_experience: 49140,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 1,
      vengeance: 0,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 29033,
      teamfight_hero_damage: 5933,
      multikill: 0,
      physical_damage: 17702,
      spell_damage: 42483,
      regen_globes: 23,
      first_to_ten: null
    },
    {
      id: 1,
      game_map: 'Cursed Hollow',
      opponent: undefined,
      win: 'LOSS',
      level: 15,
      kills: 0,
      assists: 2,
      takedowns: 2,
      deaths: 3,
      highest_kill_streak: 2,
      hero_damage: 16231,
      siege_damage: 54844,
      structure_damage: 0,
      minion_damage: 45036,
      creep_damage: 15386,
      summon_damage: 0,
      time_cc_enemy_heroes: 55,
      healing: 0,
      self_healing: 2064,
      damage_taken: 19606,
      experience_contribution: 8961,
      town_kills: 0,
      time_spent_dead: 92,
      merc_camp_captures: 2,
      watch_tower_captures: 0,
      meta_experience: 49140,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 0,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 13332,
      teamfight_hero_damage: 11968,
      multikill: 1,
      physical_damage: 16430,
      spell_damage: 70031,
      regen_globes: 27,
      first_to_ten: null
    },
    {
      id: 1,
      game_map: 'Cursed Hollow',
      opponent: undefined,
      win: 'LOSS',
      level: 15,
      kills: 3,
      assists: 2,
      takedowns: 5,
      deaths: 3,
      highest_kill_streak: 2,
      hero_damage: 22728,
      siege_damage: 27603,
      structure_damage: 720,
      minion_damage: 15817,
      creep_damage: 31708,
      summon_damage: 333,
      time_cc_enemy_heroes: 100,
      healing: 0,
      self_healing: 14760,
      damage_taken: 17439,
      experience_contribution: 3968,
      town_kills: 0,
      time_spent_dead: 91,
      merc_camp_captures: 3,
      watch_tower_captures: 3,
      meta_experience: 49140,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 1,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 9197,
      teamfight_hero_damage: 14022,
      multikill: 1,
      physical_damage: 55739,
      spell_damage: 26382,
      regen_globes: 20,
      first_to_ten: null
    }
  ],
  [
    {
      id: 2,
      game_map: 'Infernal Shrines',
      opponent: undefined,
      win: 'LOSS',
      level: 24,
      kills: 9,
      assists: 13,
      takedowns: 22,
      deaths: 4,
      highest_kill_streak: 6,
      hero_damage: 102149,
      siege_damage: 123831,
      structure_damage: 44455,
      minion_damage: 68538,
      creep_damage: 63920,
      summon_damage: 5691,
      time_cc_enemy_heroes: 0,
      healing: 0,
      self_healing: 0,
      damage_taken: 41310,
      experience_contribution: 14405,
      town_kills: 3,
      time_spent_dead: 186,
      merc_camp_captures: 6,
      watch_tower_captures: 0,
      meta_experience: 117073,
      protection_allies: 0,
      silencing_enemies: 40,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 1,
      vengeance: 1,
      outnumbered_deaths: 2,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 23872,
      teamfight_hero_damage: 63719,
      multikill: 4,
      physical_damage: 130717,
      spell_damage: 174035,
      regen_globes: 29,
      first_to_ten: null
    },
    {
      id: 2,
      game_map: 'Infernal Shrines',
      opponent: undefined,
      win: 'LOSS',
      level: 24,
      kills: 4,
      assists: 24,
      takedowns: 28,
      deaths: 4,
      highest_kill_streak: 7,
      hero_damage: 74052,
      siege_damage: 27348,
      structure_damage: 7741,
      minion_damage: 16580,
      creep_damage: 14751,
      summon_damage: 667,
      time_cc_enemy_heroes: 419,
      healing: 86506,
      self_healing: 0,
      damage_taken: 38224,
      experience_contribution: 13113,
      town_kills: 3,
      time_spent_dead: 186,
      merc_camp_captures: 4,
      watch_tower_captures: 0,
      meta_experience: 117073,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 5,
      escapes: 0,
      vengeance: 3,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 14992,
      teamfight_damage_taken: 21608,
      teamfight_hero_damage: 24104,
      multikill: 5,
      physical_damage: 47920,
      spell_damage: 67507,
      regen_globes: 32,
      first_to_ten: null
    },
    {
      id: 2,
      game_map: 'Infernal Shrines',
      opponent: undefined,
      win: 'LOSS',
      level: 24,
      kills: 3,
      assists: 20,
      takedowns: 23,
      deaths: 6,
      highest_kill_streak: 5,
      hero_damage: 32592,
      siege_damage: 38713,
      structure_damage: 15332,
      minion_damage: 18020,
      creep_damage: 26081,
      summon_damage: 950,
      time_cc_enemy_heroes: 41,
      healing: 0,
      self_healing: 18813,
      damage_taken: 118327,
      experience_contribution: 11676,
      town_kills: 3,
      time_spent_dead: 133,
      merc_camp_captures: 3,
      watch_tower_captures: 0,
      meta_experience: 117073,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 5,
      vengeance: 1,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 86484,
      teamfight_hero_damage: 16772,
      multikill: 5,
      physical_damage: 46008,
      spell_damage: 54999,
      regen_globes: 30,
      first_to_ten: null
    },
    {
      id: 2,
      game_map: 'Infernal Shrines',
      opponent: undefined,
      win: 'LOSS',
      level: 24,
      kills: 5,
      assists: 10,
      takedowns: 15,
      deaths: 5,
      highest_kill_streak: 4,
      hero_damage: 26573,
      siege_damage: 88270,
      structure_damage: 8667,
      minion_damage: 65047,
      creep_damage: 21082,
      summon_damage: 558,
      time_cc_enemy_heroes: 69,
      healing: 10991,
      self_healing: 14301,
      damage_taken: 85681,
      experience_contribution: 13155,
      town_kills: 2,
      time_spent_dead: 245,
      merc_camp_captures: 3,
      watch_tower_captures: 0,
      meta_experience: 117073,
      protection_allies: 8212,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 2,
      vengeance: 2,
      outnumbered_deaths: 0,
      teamfight_escapes: 1,
      teamfight_healing: 0,
      teamfight_damage_taken: 58859,
      teamfight_hero_damage: 17930,
      multikill: 2,
      physical_damage: 38907,
      spell_damage: 97506,
      regen_globes: 28,
      first_to_ten: null
    },
    {
      id: 2,
      game_map: 'Infernal Shrines',
      opponent: undefined,
      win: 'LOSS',
      level: 24,
      kills: 8,
      assists: 10,
      takedowns: 18,
      deaths: 6,
      highest_kill_streak: 7,
      hero_damage: 81890,
      siege_damage: 199133,
      structure_damage: 19192,
      minion_damage: 141129,
      creep_damage: 18931,
      summon_damage: 3983,
      time_cc_enemy_heroes: 35,
      healing: 0,
      self_healing: 27984,
      damage_taken: 78337,
      experience_contribution: 24464,
      town_kills: 1,
      time_spent_dead: 272,
      merc_camp_captures: 2,
      watch_tower_captures: 0,
      meta_experience: 117073,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 35,
      stunning_enemies: 35,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 4,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 54520,
      teamfight_hero_damage: 44708,
      multikill: 5,
      physical_damage: 151687,
      spell_damage: 144552,
      regen_globes: 33,
      first_to_ten: null
    }
  ],
  [
    {
      id: 3,
      game_map: 'Battlefield of Eternity',
      opponent: undefined,
      win: 'WIN',
      level: 20,
      kills: 7,
      assists: 11,
      takedowns: 18,
      deaths: 0,
      highest_kill_streak: 18,
      hero_damage: 73193,
      siege_damage: 105694,
      structure_damage: 27958,
      minion_damage: 64222,
      creep_damage: 78634,
      summon_damage: 0,
      time_cc_enemy_heroes: 0,
      healing: 0,
      self_healing: 0,
      damage_taken: 7877,
      experience_contribution: 15842,
      town_kills: 3,
      time_spent_dead: 0,
      merc_camp_captures: 5,
      watch_tower_captures: 0,
      meta_experience: 75778,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 0,
      outnumbered_deaths: 0,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 3200,
      teamfight_hero_damage: 26129,
      multikill: 4,
      physical_damage: 31359,
      spell_damage: 223489,
      regen_globes: 34,
      first_to_ten: null
    },
    {
      id: 3,
      game_map: 'Battlefield of Eternity',
      opponent: undefined,
      win: 'WIN',
      level: 20,
      kills: 4,
      assists: 13,
      takedowns: 17,
      deaths: 2,
      highest_kill_streak: 10,
      hero_damage: 26471,
      siege_damage: 10654,
      structure_damage: 2296,
      minion_damage: 4600,
      creep_damage: 35793,
      summon_damage: 0,
      time_cc_enemy_heroes: 0,
      healing: 48870,
      self_healing: 0,
      damage_taken: 31863,
      experience_contribution: 10175,
      town_kills: 1,
      time_spent_dead: 41,
      merc_camp_captures: 5,
      watch_tower_captures: 0,
      meta_experience: 75778,
      protection_allies: 2669,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 2,
      escapes: 1,
      vengeance: 0,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 10480,
      teamfight_damage_taken: 25433,
      teamfight_hero_damage: 22977,
      multikill: 4,
      physical_damage: 61976,
      spell_damage: 8861,
      regen_globes: 26,
      first_to_ten: null
    },
    {
      id: 3,
      game_map: 'Battlefield of Eternity',
      opponent: undefined,
      win: 'WIN',
      level: 20,
      kills: 0,
      assists: 15,
      takedowns: 15,
      deaths: 2,
      highest_kill_streak: 14,
      hero_damage: 14571,
      siege_damage: 19429,
      structure_damage: 2858,
      minion_damage: 13196,
      creep_damage: 7493,
      summon_damage: 127,
      time_cc_enemy_heroes: 33,
      healing: 2638,
      self_healing: 17605,
      damage_taken: 51007,
      experience_contribution: 8287,
      town_kills: 3,
      time_spent_dead: 71,
      merc_camp_captures: 3,
      watch_tower_captures: 0,
      meta_experience: 75778,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 1,
      vengeance: 0,
      outnumbered_deaths: 0,
      teamfight_escapes: 1,
      teamfight_healing: 1491,
      teamfight_damage_taken: 39901,
      teamfight_hero_damage: 12207,
      multikill: 3,
      physical_damage: 21894,
      spell_damage: 18985,
      regen_globes: 22,
      first_to_ten: null
    },
    {
      id: 3,
      game_map: 'Battlefield of Eternity',
      opponent: undefined,
      win: 'WIN',
      level: 20,
      kills: 2,
      assists: 10,
      takedowns: 12,
      deaths: 2,
      highest_kill_streak: 6,
      hero_damage: 23824,
      siege_damage: 27801,
      structure_damage: 3024,
      minion_damage: 20112,
      creep_damage: 15528,
      summon_damage: 0,
      time_cc_enemy_heroes: 63,
      healing: 0,
      self_healing: 25165,
      damage_taken: 68935,
      experience_contribution: 11390,
      town_kills: 3,
      time_spent_dead: 88,
      merc_camp_captures: 2,
      watch_tower_captures: 0,
      meta_experience: 75778,
      protection_allies: 0,
      silencing_enemies: 15,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 2,
      vengeance: 1,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 46989,
      teamfight_hero_damage: 16277,
      multikill: 2,
      physical_damage: 30897,
      spell_damage: 36034,
      regen_globes: 28,
      first_to_ten: null
    },
    {
      id: 3,
      game_map: 'Battlefield of Eternity',
      opponent: undefined,
      win: 'WIN',
      level: 20,
      kills: 5,
      assists: 12,
      takedowns: 17,
      deaths: 1,
      highest_kill_streak: 10,
      hero_damage: 32252,
      siege_damage: 50347,
      structure_damage: 4541,
      minion_damage: 33170,
      creep_damage: 17300,
      summon_damage: 0,
      time_cc_enemy_heroes: 14,
      healing: 0,
      self_healing: 0,
      damage_taken: 34302,
      experience_contribution: 12513,
      town_kills: 1,
      time_spent_dead: 26,
      merc_camp_captures: 3,
      watch_tower_captures: 0,
      meta_experience: 75778,
      protection_allies: 0,
      silencing_enemies: 2,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 1,
      vengeance: 0,
      outnumbered_deaths: 0,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 19678,
      teamfight_hero_damage: 19132,
      multikill: 4,
      physical_damage: 38647,
      spell_damage: 57074,
      regen_globes: 26,
      first_to_ten: null
    }
  ],
  [
    {
      id: 4,
      game_map: 'Tomb of the Spider Queen',
      opponent: undefined,
      win: 'LOSS',
      level: 22,
      kills: 4,
      assists: 7,
      takedowns: 11,
      deaths: 1,
      highest_kill_streak: 7,
      hero_damage: 79801,
      siege_damage: 174702,
      structure_damage: 36999,
      minion_damage: 100558,
      creep_damage: 19188,
      summon_damage: 8934,
      time_cc_enemy_heroes: 194,
      healing: 0,
      self_healing: 6542,
      damage_taken: 32402,
      experience_contribution: 15235,
      town_kills: 2,
      time_spent_dead: 40,
      merc_camp_captures: 1,
      watch_tower_captures: 0,
      meta_experience: 92661,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 18,
      stunning_enemies: 18,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 0,
      outnumbered_deaths: 0,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 13816,
      teamfight_hero_damage: 35075,
      multikill: 1,
      physical_damage: 18545,
      spell_damage: 258993,
      regen_globes: 46,
      first_to_ten: null
    },
    {
      id: 4,
      game_map: 'Tomb of the Spider Queen',
      opponent: undefined,
      win: 'LOSS',
      level: 22,
      kills: 1,
      assists: 11,
      takedowns: 12,
      deaths: 3,
      highest_kill_streak: 8,
      hero_damage: 24423,
      siege_damage: 28404,
      structure_damage: 2164,
      minion_damage: 21946,
      creep_damage: 2462,
      summon_damage: 1032,
      time_cc_enemy_heroes: 46,
      healing: 73586,
      self_healing: 0,
      damage_taken: 30388,
      experience_contribution: 6891,
      town_kills: 3,
      time_spent_dead: 144,
      merc_camp_captures: 2,
      watch_tower_captures: 0,
      meta_experience: 92661,
      protection_allies: 0,
      silencing_enemies: 30,
      rooting_enemies: 46,
      stunning_enemies: 46,
      clutch_heals: 1,
      escapes: 1,
      vengeance: 0,
      outnumbered_deaths: 0,
      teamfight_escapes: 0,
      teamfight_healing: 14379,
      teamfight_damage_taken: 15634,
      teamfight_hero_damage: 16134,
      multikill: 2,
      physical_damage: 16243,
      spell_damage: 38200,
      regen_globes: 45,
      first_to_ten: null
    },
    {
      id: 4,
      game_map: 'Tomb of the Spider Queen',
      opponent: undefined,
      win: 'LOSS',
      level: 22,
      kills: 2,
      assists: 8,
      takedowns: 10,
      deaths: 3,
      highest_kill_streak: 4,
      hero_damage: 23033,
      siege_damage: 45456,
      structure_damage: 9475,
      minion_damage: 29577,
      creep_damage: 974,
      summon_damage: 2454,
      time_cc_enemy_heroes: 112,
      healing: 0,
      self_healing: 25881,
      damage_taken: 88579,
      experience_contribution: 10237,
      town_kills: 3,
      time_spent_dead: 151,
      merc_camp_captures: 2,
      watch_tower_captures: 0,
      meta_experience: 92661,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 2,
      vengeance: 0,
      outnumbered_deaths: 2,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 59195,
      teamfight_hero_damage: 17034,
      multikill: 1,
      physical_damage: 36107,
      spell_damage: 35451,
      regen_globes: 42,
      first_to_ten: null
    },
    {
      id: 4,
      game_map: 'Tomb of the Spider Queen',
      opponent: undefined,
      win: 'LOSS',
      level: 22,
      kills: 1,
      assists: 6,
      takedowns: 7,
      deaths: 5,
      highest_kill_streak: 4,
      hero_damage: 22033,
      siege_damage: 86778,
      structure_damage: 7369,
      minion_damage: 73290,
      creep_damage: 16474,
      summon_damage: 1201,
      time_cc_enemy_heroes: 63,
      healing: 1892,
      self_healing: 21879,
      damage_taken: 81179,
      experience_contribution: 11189,
      town_kills: 2,
      time_spent_dead: 206,
      merc_camp_captures: 2,
      watch_tower_captures: 0,
      meta_experience: 92661,
      protection_allies: 959,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 0,
      outnumbered_deaths: 3,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 57795,
      teamfight_hero_damage: 16593,
      multikill: 1,
      physical_damage: 33221,
      spell_damage: 94021,
      regen_globes: 40,
      first_to_ten: null
    },
    {
      id: 4,
      game_map: 'Tomb of the Spider Queen',
      opponent: undefined,
      win: 'LOSS',
      level: 22,
      kills: 5,
      assists: 7,
      takedowns: 12,
      deaths: 3,
      highest_kill_streak: 7,
      hero_damage: 34669,
      siege_damage: 65965,
      structure_damage: 5603,
      minion_damage: 49931,
      creep_damage: 509,
      summon_damage: 1891,
      time_cc_enemy_heroes: 15,
      healing: 0,
      self_healing: 0,
      damage_taken: 49526,
      experience_contribution: 9743,
      town_kills: 2,
      time_spent_dead: 166,
      merc_camp_captures: 1,
      watch_tower_captures: 0,
      meta_experience: 92661,
      protection_allies: 0,
      silencing_enemies: 2,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 2,
      vengeance: 0,
      outnumbered_deaths: 1,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 29524,
      teamfight_hero_damage: 22696,
      multikill: 2,
      physical_damage: 46411,
      spell_damage: 59918,
      regen_globes: 31,
      first_to_ten: null
    }
  ],
  [
    {
      id: 5,
      game_map: 'Volskaya Foundry',
      opponent: undefined,
      win: 'LOSS',
      level: 22,
      kills: 0,
      assists: 13,
      takedowns: 13,
      deaths: 1,
      highest_kill_streak: 13,
      hero_damage: 32439,
      siege_damage: 73240,
      structure_damage: 21322,
      minion_damage: 46916,
      creep_damage: 12076,
      summon_damage: 4636,
      time_cc_enemy_heroes: 72,
      healing: 1986,
      self_healing: 24007,
      damage_taken: 70218,
      experience_contribution: 13187,
      town_kills: 4,
      time_spent_dead: 65,
      merc_camp_captures: 8,
      watch_tower_captures: 0,
      meta_experience: 101431,
      protection_allies: 1986,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 0,
      outnumbered_deaths: 0,
      teamfight_escapes: 0,
      teamfight_healing: 0,
      teamfight_damage_taken: 42783,
      teamfight_hero_damage: 19937,
      multikill: 2,
      physical_damage: 64374,
      spell_damage: 54236,
      regen_globes: 41,
      first_to_ten: null
    },
    {
      id: 5,
      game_map: 'Volskaya Foundry',
      opponent: undefined,
      win: 'LOSS',
      level: 22,
      kills: 4,
      assists: 8,
      takedowns: 12,
      deaths: 1,
      highest_kill_streak: 12,
      hero_damage: 34981,
      siege_damage: 26374,
      structure_damage: 5238,
      minion_damage: 18545,
      creep_damage: 6557,
      summon_damage: 2051,
      time_cc_enemy_heroes: 109,
      healing: 62500,
      self_healing: 0,
      damage_taken: 20040,
      experience_contribution: 6377,
      town_kills: 4,
      time_spent_dead: 65,
      merc_camp_captures: 9,
      watch_tower_captures: 0,
      meta_experience: 101431,
      protection_allies: 0,
      silencing_enemies: 0,
      rooting_enemies: 0,
      stunning_enemies: 0,
      clutch_heals: 0,
      escapes: 0,
      vengeance: 0,
      outnumbered_deaths: 0,
      teamfight_escapes: 0,
      teamfight_healing: 9029,
      teamfight_damage_taken: 6496,
      teamfight_hero_damage: 6481,
      multikill: 2,
      physical_damage: 31346,
      spell_damage: 44110,
      regen_globes: 36,
      first_to_ten: null
    },
    {
      id: 5,
      game_map: 'Volskaya Foundry',
      opponent: undefined,
